,en,fr
386,"on behalf of the PPE-DE Group. - (ES) Mr President, Commissioner, ladies and gentlemen, I believe that our Parliament was right to alter the agenda in order to deal with the Middle East situation.","au nom du groupe PPE-DE. - (ES) Monsieur le Président, Monsieur le Commissaire, Mesdames et Messieurs, je pense que notre Parlement a eu raison de modifier son ordre du jour en vue d'évoquer la situation au Moyen-Orient."
387,The general procedure applied has been the one applied in many other previous cases to many other countries.,La procédure générale appliquée n'était autre que celle déjà appliquée dans bien d'autres cas pour bien d'autres pays.
388,"There are statistics showing a 21% annual increase in Internet commerce, and even though cross-border shopping within the EU is not extensive, there is a lot to indicate that it will increase.","Certaines statistiques font état d'une hausse annuelle de 21% du commerce en ligne et, bien que les achats transfrontaliers ne soient pas très répandus dans l'UE, de nombreux éléments semblent indiquer que les choses vont s'améliorer dans le futur à ce niveau."
389,But compiling a list of all at-risk infrastructures will bring no gains in terms of security and may even be counterproductive.,Mais dresser une liste de toutes les infrastructures à risque ne nous fera rien gagner en termes de sécurité et pourrait même s'avérer contreproductif.
390,The plight of the continent and the fight against global poverty are matters which the British Conservative Party feels very strongly about.,Le drame de ce continent et la lutte contre la pauvreté dans le monde sont des problématiques qui tiennent extrêmement à cœur au parti conservateur britannique.
391,How can we make sure that European funds are not squandered in the present but invested for the future?,"Comment pouvons-nous veiller à ce que les fonds européens ne soient pas aujourd'hui gaspillés, mais plutôt investis pour l'avenir?"
392,It is absolutely clear that a fully functioning single market is a massive competitive advantage for Europe in the global economy.,Il est absolument incontestable qu'un marché unique qui fonctionne totalement constitue un avantage concurrentiel significatif pour l'Europe dans l'économie mondiale.
393,I am aware that the legal situation concerning the abuse of fixed-term employment contracts in the Greek public sector was a subject of disputes over the last few years.,Je suis conscient que la situation juridique concernant l'abus de contrats d'emploi à durée déterminée dans le secteur public grec a suscité des différends au cours des dernières années.
394,"In my opinion, the problems associated with alcohol abuse are taking on worrying proportions in all EU Member States.","par écrit. - Pour moi, les problèmes liés à la consommation abusive d'alcool prennent des proportions inquiétantes dans l'ensemble des États membres de l'Union européenne."
395,"Consumers aware of their rights are an advantage for the single market itself as they can correctly select between market providers, thus transforming competition into a factor of development.","Les consommateurs conscients de leurs droits représentent un avantage pour le marché unique puisqu'ils peuvent faire le bon choix entre les fournisseurs du marché, transformant ainsi la concurrence en facteur de développement."
396,"I would like to remind you that last year Parliament, acting with the Commission and the Council, fought to have similar compensation for airline passengers.","J'aimerais vous rappeler que l'année dernière, le Parlement s'est battu, avec la Commission et le Conseil, pour obtenir le droit à une indemnisation similaire pour les passagers aériens."
397,"I think we have to be responsive to the realities of the time and, fortunately, we now have many more important partners for multilateral cooperation than maybe 10 or 20 years ago.","Je crois que nous devons répondre aux réalités actuelles et, heureusement, nous avons à présent beaucoup plus de partenaires importants en matière de coopération multilatérale qu'il y a peut-être 10 ou 20 ans."
398,"Fellow Members, migrants often do not have any choice over what happens to them, but we do have a choice: we can choose to receive them with concern, dignity and understanding.","Mes chers collègues, les immigrés n'ont souvent pas le choix de leur vie. Nous, le choix, nous l'avons: celui de les recevoir avec intérêt, dignité et intelligence."
399,The Council is also continuing to urge Croatia to improve its administrative capacity and to effectively transpose and implement the acquis so that it can meet its membership obligations in due time.,"Le Conseil continue également à encourager la Croatie à améliorer sa capacité administrative et à transposer correctement et à mettre en œuvre l'acquis, pour pouvoir satisfaire aux obligations liées à l'adhésion en temps voulu."
400,"If we fail to do so, we will be faced with competition over which country gets more seats and which fewer.","À défaut, ce sera la compétition pour savoir quel pays aura plus de sièges et quel pays moins."
401,Those who are putting forward this motion for a resolution seem to believe that the debates of this House only matter if we adopt a resolution at the end of the debate.,Ceux qui lancent cette proposition de résolution semblent croire que les débats de cette Assemblée n'ont d'importance que si nous les concluons en adoptant une résolution.
402,"First of all, it is necessary to look into the ways of distributing the tax burden between the producer and the consumer.","D'abord, il est nécessaire d'étudier les moyens de répartir la charge fiscale entre le producteur et le consommateur."
403,Therefore my urgent recommendation: the Council needs to get a sufficient mandate so that we can put both Galileo and the Foreign and Security Policy on a firm footing - hopefully not only for 2008.,"Voici donc ma recommandation urgente: le Conseil doit obtenir un mandat suffisant pour que nous puissions placer Galileo et la politique étrangère et de sécurité commune sur une base solide - et pas seulement pour 2008, espérons-le."
404,"This is why I support the appeal by the Trade Commissioner, Mr Mandelson, who asked the EU and Russia to stop acting as two cities connected only by a narrow road and a gas pipeline.","C'est pourquoi je soutiens l'appel du commissaire au commerce, M. Mandelson, qui a demandé à l'UE et à la Russie d'arrêter d'agir comme deux villes uniquement reliées par une route étroite et un gazoduc."
405,"He comes from Spain, I come from Sweden, and both countries produce these dreadful weapons and both countries have promised to ban them.","Il vient d'Espagne, je viens de Suède, et ces deux pays produisent ces armes redoutables et ces deux pays ont promis de les interdire."
406,This applies to the funding of AMIS and to support ranging from logistics and military equipment to personnel.,"Cela s'applique au financement de la MUAS et au soutien, allant de la logistique au personnel, en passant par l'équipement militaire."
407,"I definitely support the scheme's so-called broad geographical scope, in other words the inclusion of all flights from and to the EU, regardless of the national attribution of the carrier.","Je suis tout à fait en faveur d'une base géographique globale, en d'autres termes, l'intégration de tous les vols en provenance et à destination de l'UE, quelle que soit l'affectation nationale du transporteur."
408,Mr Magalhães stated that the Euromed meeting on 18 and 19 November would be the first meeting by Euromed on immigration.,M. Magalhães a indiqué que la réunion Euromed des 18 et 19 novembre serait la première portant sur l'immigration.
409,"We see the pressure from outside; we see the social tensions and, indeed, the racism from inside the EU.","Nous sentons une pression qui vient de l'extérieur; nous observons des tensions sociales et, en effet, du racisme à l'intérieur de l'UE."
410,I believe - and you rightly referred to this - that questions such as the one under discussion arouse strong feelings among the general public.,Je crois - et vous l'avez à juste titre mentionné - que des questions comme celle qui est à l'étude suscitent des sentiments intenses parmi la population.
411,"However, in that spirit of Christmas compromise, we should like our Socialist friends in turn to accept our proposal for a resolution on the issue of Venezuela following the referendum there.","Néanmoins, dans cet esprit de compromis qui est celui de Noël, nous voudrions qu'en retour, nos amis socialistes acceptent notre proposition de résolution sur la question du Venezuela suite au référendum prévu dans ce pays."
412,"We have tough laws in Britain, but without this EU law guns will continue to find their way onto the streets of cities like Manchester and Liverpool.","Nous avons des lois strictes en Grande-Bretagne, mais sans cette loi européenne, les armes continueront à trouver leur chemin vers les rues de villes comme Manchester et Liverpool."
413,"A citizens' initiative was created by a small group of people, coordinated by one of my fellow countrymen, Helmut Schaupensteiner, and backed by a highly committed journalist, Maggie Entenfeller.","Un petit groupe a lancé une initiative citoyenne, sous la coordination de l'un de mes compatriotes, Helmut Schaupensteiner, et avec le soutien d'une journaliste très engagée, Maggie Entenfeller."
414,"Cross-compliance could be a force for good, and those who do the inspections should have clear and proper training and know their responsibilities.","La conditionnalité pourrait être une force positive et les personnes qui mènent les inspections doivent avoir suivi des formations claires et adéquates, elles doivent connaître leurs responsabilités."
415,"The consequence has been very many minor incidents, some accidents and some disasters in Europe's airspace.","Il en a résulté un grand nombre d'incidents mineurs, quelques accidents et quelques catastrophes dans l'espace aérien de l'Europe."
416,in writing. - (IT) We asked the European Parliament to deal seriously with the problem of terrorism at the July part-session.,par écrit. - (IT) Nous avons demandé au Parlement européen de traiter sérieusement le problème du terrorisme lors de la plénière de juillet.
417,"As Mr Stevenson has quite rightly said, the sheep is an animal that is not of huge value, so all of this is not going to be done by veterinarians.","Comme M. Stevenson l'a dit à juste titre, le mouton n'est pas un animal de grande valeur, les opérations ne seront donc pas effectuées par des vétérinaires."
418,"Lifestyle criticism, which Mr Verheugen mentioned, has long been an unpleasant aspect of the European climate debate.","La critique de notre mode de vie, dont M. Verheugen a parlé, est depuis longtemps un aspect déplaisant du débat européen sur le climat."
419,"Ultimately, we MEPs represent the people and the people are asking us to concern ourselves with the least well-off as well.","Enfin, nous, députés européens, représentons les citoyens et ceux-ci nous demandent également de nous occuper des moins favorisés."
420,It has implemented many successful reforms but still has to implement others and we must help it in that respect.,"Elle a mis en œuvre de nombreuses réformes avec succès, mais doit encore en mettre d'autres en place, et nous devons l'aider à cela."
421,"We will see how to get around this, but there is always the problem of distrust between police authorities.","Nous trouverons le moyen de dépasser cela, mais il y a toujours le problème de la méfiance entre autorités de police."
422,I would like to make the following proposal for the voting: we shall begin with the explanations of vote and then suspend the sitting at 1 p.m..,"(EN) Je voudrais faire la proposition suivante pour le vote: nous commencerons par les explications de vote orales, puis interromprons la séance à 13 heures."
423,"The European Court of First Instance in December 2006, and the British courts last November, ruled that there are absolutely no grounds to isolate the Iranian opposition like this.","Le Tribunal européen de première instance, en décembre 2006, et les tribunaux britanniques, en novembre dernier, ont estimé qu'il n'y avait absolument aucune raison d'isoler l'opposition iranienne de la sorte."
424,President-in-Office. - (SL) I am happy to be here with you today and to take part in such an important debate.,Président en exercice. - (SL) Je suis ravi d'être présent parmi vous aujourd'hui pour prendre part à un débat aussi important.
425,"I welcome the compromise that has been found with the Council, which now gives us a more balanced document, the details of which are to be voted on tomorrow by the Members of this Parliament.","Je me réjouis du compromis trouvé avec le Conseil, qui permet aujourd'hui de disposer d'un texte équilibré, dont les termes seront soumis demain au vote des membres du Parlement européen."
426,"Since the present Government came to power in the autumn of 2006, we have also seen how popular support for the European Union has grown in Sweden.","Depuis l'arrivée au pouvoir de l'actuel gouvernement en automne 2006, nous avons vu à quel point le soutien populaire à l'Union européenne a grandi en Suède."
427,"This vast and strategically vital region is being pulled three ways: by China, by Russia and by Europe.","Cette vaste région, stratégiquement vitale, est aujourd'hui courtisée par la Chine, la Russie et l'Europe."
428,"That period started in 1975 with the Helsinki Final Act, and its consequences were most influential in eastern and central Europe, where the Berlin wall and the communist system collapsed in 1989.","Elle a débuté en 1975 par l'Acte final de l'accord d'Helsinki, avec des conséquences de grande portée en Europe de l'est et en Europe centrale, où le mur de Berlin et le système communiste se sont effondrés en 1989."
429,"In other words, we believe that competitiveness must not be a substitute for convergence in the Member States and regions which are lagging behind in their socioeconomic development.","En d'autres termes, nous pensons que la compétitivité ne doit pas être un substitut à la convergence dans les États membres et dans les régions qui sont en retard dans leur développement socio-économique."
430,In order to achieve a safer Information Society the specific products and services should include mechanisms for data protection even from the design stage.,"Afin de créer une société de l'information plus sûre, les produits et services concernés devraient comporter des mécanismes de protection des données dès le stade de leur conception."
431,"We do not see EU fisheries agreements as a viable means, in the long term, of combating poverty and supporting development.","Nous ne considérons pas les accords de pêche de l'UE comme un moyen viable, à long terme, de lutter contre la pauvreté et de soutenir le développement."
432,Many of you will agree with me that the emerging market for biomass and biofuels presents many new opportunities for the farmer.,Beaucoup d'entre vous seront d'accord avec moi pour dire que le marché émergent pour la biomasse et les biocarburants ouvre de nombreuses nouvelles perspectives à l'agriculteur.
433,With new agreements you obtained stronger competences in adopting legislation and appointing the top European political representatives.,"Grâce à de nouveaux accords, vous avez obtenu des compétences renforcées dans le domaine de l'adoption de la législation et de la nomination des plus hauts représentants politiques de l'Europe."
434,Nor should we forget that staff should also be capable of offering psychological support because many women have often been traumatised in the past.,"N'oublions pas non plus que le personnel carcéral devrait également pouvoir offrir un soutien psychologique, car de nombreuses femmes ont subi des traumatismes dans le passé."
435,"This calls for the introduction of provisions to protect European manufacturing, which is burdened by such high additional costs.","Ceci requiert l'introduction de dispositions de protection de la fabrication européenne, qui doit supporter des coûts supplémentaires si élevés."
436,"Since I would like to allow my colleague from the PPE-DE Group, Professor Trakatellis, to use some of my speaking time, I will now conclude my introduction.","Comme je voudrais permettre à mon collègue du groupe PPE-DE, le professeur Trakatellis, d'utiliser une partie de mon temps de parole, je conclus ici mon introduction."
437,"rapporteur. - (NL) Mr President, although I do not fundamentally disagree with Mr Cohn-Bendit regarding the name, I think that Mr Swoboda's proposal should be adopted.","rapporteur. - (NL) M. le Président, bien qu'au fond je sois d'accord avec M. Cohn-Bendit concernant le nom, je crois qu'il convient d'adopter la proposition de M. Swoboda."
438,"For end-stage failure of organs such as the liver, lung and heart, it is the only available treatment.","Elle constitue le seul traitement disponible pour la défaillance terminale d'organes tels que le foie, le poumon et le cœur."
439,"Amendment 7: The EPLP voted in favour of this amendment, as it is important that the Budgetary Control Committee has a right to scrutiny over the plans for both of these statutes.",Amendement 7: L'EPLP a voté en faveur de cet amendement. Il est en effet important que la commission du contrôle budgétaire ait le droit d'examiner avec la plus grande attention les projets pour ces deux lois.
440,"Workers are not aware of their rights, and Member States do not monitor whether the provisions of the Directive are being correctly applied.","Les travailleurs ne connaissent pas leurs droits, et les États membres ne vérifient pas si les dispositions de la directive sont appliquées correctement."
441,"In my report on the impact of foreign direct investment, I made a few critical observations on Chinese investments in Africa.","Dans mon rapport sur l'impact des investissements étrangers directs, j'avais proposé quelques considérations critiques sur les investissements de la Chine en Afrique."
442,"(PT) I should also like to express the extreme concern that the agricultural sector in the Azores, my region, has about the current situation.",(PT) J'aimerais également vous faire part de l'extrême préoccupation du secteur agricole aux Açores au sujet de la situation actuelle.
443,"We must give Georgia our support at a moment when the country fears further provocation, and even aggression, by Russia.","Nous devons soutenir la Géorgie à un moment où le pays craint la provocation, voire l'agression, de la part de la Russie."
444,It is also entirely legitimate for them to address these issues to the men and women in the institutions which prepare and take the decisions.,"Il est aussi tout à fait légitime qu'ils fassent part de ces problèmes aux hommes et aux femmes qui, au sein des institutions, préparent et adoptent les décisions."
445,"This must not allow us to lose sight of another essential issue, however: we now have a new situation in these markets which arises in both foodstuffs and energy.",Ceci ne doit toutefois pas nous faire perdre de vue un autre aspect essentiel: nous sommes confrontés à une nouvelle situation sur ces marchés tant pour les produits alimentaires que pour l'énergie.
446,Its potential is far from being exploited partly because the situation in the former Yugoslavia - situated in a central position of the river - has been blocking any initiative.,"Son potentiel est largement sous-exploité, en partie à cause de la situation dans l'ancienne Yougoslavie (située en position centrale sur le fleuve), qui a bloqué jusqu'à présent toute initiative."
447,"It is the starting point for any communication that you can communicate, hopefully, in your own language and understand what is being told, also in your own language.","Le point de départ de toute communication est de pouvoir s'exprimer dans sa propre langue et de comprendre ce qui est dit, dans sa propre langue également."
448,"This, in fact, is the crux of the matter: the contradiction between this country, this nation, this great people, its evolution and the project we wish to operate together.","Car c'est de cela qu'il s'agit: de la contradiction entre ce pays, cette nation, ce grand peuple, son évolution et le projet que nous voulons conduire ensemble."
449,"Because the situation differs between Member States, in our opinion there is no point in imposing a common standard.","Étant donné que la situation varie entre les États membres, nous pensons que l'imposition d'une norme commune n'aurait pas de sens."
450,"Alexander Kazulin, the most important political prisoner, a prisoner of conscience in contemporary Europe, is still in prison.","Alexandre Kozouline, le plus importants des prisonniers politiques, un prisonnier d'opinion dans l'Europe d'aujourd'hui, est toujours en prison."
451,The relationship between consumers and banks in Europe remains complicated because of the distortions that are a feature of the sector.,Les relations entre les consommateurs et les banques en Europe restent compliquées du fait des distorsions caractéristiques de ce secteur.
452,"Preservation of marine biodiversity will only be guaranteed if it is integrated vertically into the other Community policies, notably the EU's future maritime policy.","La préservation de la biodiversité marine ne sera garantie que si elle est intégrée de façon verticale aux autres politiques communautaires, notamment la future politique maritime de l'Union européenne."
453,"According to the European Commission, about 14% of Poles, Greeks and Portuguese in permanent employment live in poverty.","Selon la Commission européenne, environ 14 % des Polonais, des Grecs et des Portugais titulaires d'un contrat de travail à durée indéterminée vivent dans la pauvreté."
454,The European Parliament also supported the targets set then and formulated proposals which the Council studied with great interest.,Le Parlement européen a également soutenu les buts fixés et a formulé des propositions que le Conseil a étudiées avec le plus grand intérêt.
455,The key aspects of the package of proposals that we have put forward and are now being considered by this Parliament will make a decisive contribution.,Les éléments clés du paquet de propositions que nous avons avancé et qui est actuellement examiné par ce Parlement seront cruciaux à cet égard.
456,I believe that it is vital to focus aid on the fleets which are most dependent on fuel and thus most affected by the current overcapacity.,Je pense qu'il est crucial de se concentrer sur les flottes qui sont très dépendantes du gazole et donc particulièrement touchées par la surcapacité actuelle.
457,"Whenever there is an international crisis, you seek to blame that for the problems in the fishing industry.",Vous imputez les problèmes rencontrés dans le secteur de la pêche à chaque nouvelle crise internationale.
458,"Only three Member States have their own risk assessment procedures: the United Kingdom, France and Denmark.","Seuls trois États membres disposent de leurs propres procédures d'évaluation des risques: le Royaume-Uni, la France et le Danemark."
459,"These dockyards have been continuously providing not only for themselves, but also for Maltese industry, highly trained tradesmen.","La réparation navale a toujours formé des artisans hautement qualifiés, non seulement pour le secteur lui-même, mais pour l'ensemble de l'industrie maltaise."
460,This would have put more emphasis on exchanging best practices and on technological developments in the area of urban mobility.,Elle aurait mis plus l'accent sur l'échange des meilleures pratiques et sur les développements technologiques dans le domaine de la mobilité urbaine.
461,"In the face of economic globalisation, it makes sense to extend the European legal and economic space and thus to make the wider Europe stronger in terms of our soft regulatory power.","Dans un contexte de mondialisation économique, il est judicieux de vouloir élargir l'espace économique et juridique européen et, partant, de renforcer notre pouvoir réglementaire non contraignant dans l'Europe au sens large."
462,"I will briefly go over the measures taken by the Commission, which is of course extremely vigilant when it comes to these matters.","Je rappelle brièvement les démarches de la Commission qui, en ce qui concerne ces problèmes, est évidemment très vigilante."
463,"South Ossetia, Abkhazia and Transnistria are in a similar position - for years Russia has been refusing to withdraw its forces from there.","L'Ossétie du Sud, l'Abkhazie et la Transnistrie sont dans une position similaire - depuis des années, la Russie refuse de retirer ses troupes de ces régions."
464,"We can be pleased about this, but it must be ensured that the Fund is accessible to all those who might benefit from it.","Nous pouvons nous en réjouir, mais nous devons veiller à ce que le Fonds soit disponible pour tous ceux qui pourraient en avoir besoin."
465,"Internet service providers must play their part in preventing their platform being used for destructive forces like libel, hate and exploitation.","Les fournisseurs de services internet doivent jouer leur rôle pour éviter que leur plate-forme ne soit utilisée à des fins destructrices comme la diffamation, la haine et l'exploitation."
466,"We also hope that, for transactions to be secure, the unification of rules on conflict of laws should precede the unification of the substantive rules.","Nous souhaitons par ailleurs que, pour la sécurité des transactions, l'unification des règles de conflits de lois précède l'unification des règles de fond."
467,"The definition of 'parent carrier' has led to heated debates, since the obligations imposed on those companies are very burdensome.","La définition de ""transporteur associé"" a suscité des discussions animées, étant donné que les obligations imposées à ces compagnies sont fort contraignantes."
468,"These questions are, of course, also being raised in our ongoing exercise concerning public funds and the health, education and employment sectors.","Nous soulevons bien sûr aussi ces questions dans le cadre de nos activités en cours dans le domaine des fonds publics et dans les secteurs de la santé, de l'éducation et de l'emploi."
469,"It is a fact, however, that the Commission's proposal is based on the Council of Europe Convention and very closely follows the definitions of offences in the Convention, for two reasons.",Mais il est un fait que la proposition de la Commission est basée sur la convention du Conseil de l'Europe et elle suit de très près les définitions des infractions pour une double raison.
470,"Irrespective of its technical condition, a ship in danger must have access to a specially designated and equipped refuge area.","Quelle que soit sa condition technique, un navire en danger doit pouvoir accéder à une zone de refuge spécifiquement conçue et équipée à cet effet."
471,"However, there is a way of understanding the universe in which we live as being shared by all - a plane of existence that spans the reality of every human person - an ecosphere that contains us all.","Cependant, il est possible de concevoir l'univers dans lequel nous vivons comme un espace partagé par tous; un lieu d'existence qui transcende la réalité de chacun; une écosphère qui nous abrite tous."
472,"If nothing is done, the UN Food and Agriculture Organisation (FAO) warns that the already high consumption of meat will double by 2050.","En l'absence de mesures, l'Organisation des Nations unies pour l'alimentation et l'agriculture (FAO) prédit que la consommation de viande, déjà élevée, doublera d'ici 2050."
473,"English teachers, for example, are provided by the United Kingdom; in other words, the burden for bigger languages is correspondingly much higher.","Les professeurs d'anglais, par exemple, sont fournis par le Royaume-Uni. En d'autres termes, la charge relative aux langues plus importantes est également beaucoup plus élevée."
474,"On 1 October, Dr Frederick Toben was arrested at Heathrow Airport on a European arrest warrant issued in Germany for alleged xenophobic crimes committed on the Internet.","Le 1er octobre, le Dr Frederick Toben a été arrêté à l'aéroport d'Heathrow sur un mandat d'arrêt européen émis en Allemagne, pour crimes xénophobes présumés commis sur l'internet."
475,"In addition, these workers are exposed to health and safety risks and have few opportunities for professional development.","En outre, ces travailleurs s'exposent à des risques pour leur santé et leur sécurité et ne disposent que de rares occasions de développement professionnel."
476,"Students from third countries are coming to us, yet some of their countries of origin are still not democratic, unfortunately.","Les étudiants des pays tiers viennent en Europe, et pourtant certains de leurs pays d'origine ne sont toujours pas démocratiques, malheureusement."
477,I agree that this is a global crisis and I therefore agree with the need for a Bretton Woods that some are calling Mark II and others are calling Mark III.,"Je conviens qu'il s'agit d'une crise planétaire et par conséquent je conviens de la nécessité d'un nouveau Bretton Woods, que certains appellent Mark II et d'autres Mark III."
478,"Now more than ever, Vietnam must, on the contrary, establish mechanisms intended to allow peaceful expression of the tensions and social frustrations being felt in that country.","Plus que jamais, le Viêt Nam doit, au contraire, se doter des mécanismes destinés à permettre aux tensions et aux frustrations sociales à l'œuvre dans ce pays de s'exprimer pacifiquement."
479,"The long-term resolution of tensions between Muslim and Western societies, for example, cannot be achieved as long as some of the well-known sources of hostility are not successfully addressed.","Il sera impossible de résoudre définitivement les tensions entre les sociétés musulmanes et occidentales, par exemple, tant que nous n'aurons pas supprimé certaines sources d'hostilité bien connues."
480,"To conclude, I would like to say again that, in principle, I am not against it, but that there could be cases in which it would be pointless to impose a tax of this kind.","Pour conclure, je voudrais dire que je ne m'y oppose pas en principe, mais qu'il existe sans doute des cas où l'imposition d'une taxe de ce genre n'aurait aucun sens."
481,"As far as my party membership is concerned, I am acting here in my capacity as President, and not as a member of a party, although I do of course feel attached to my party.","En ce qui concerne ma qualité de membre d'un parti, j'agis ici en ma qualité de président, et non de membre d'un parti, bien que je me sente attaché, bien sûr, à mon parti."
482,This is ridiculous: farmers should be allowed to get on and farm and produce the necessary food that is required for an ever-increasing population.,C'est ridicule: les agriculteurs devraient avoir le droit de faire leur métier et de produire les denrées nécessaires pour nourrir une population en constante augmentation.
483,"The promised reform of the common organisation of the markets also appears in the communication, but we are again unsure whether this will reach us in the first half of 2009.","La réforme promise de l'organisation commune des marchés figure également dans la communication, mais une fois encore, nous ne savons pas si celle-ci nous arrivera au cours du premier semestre 2009."
484,"In today's vote on the health check for the Common Agricultural Policy (CAP), I voted against the report on the milk sector.","par écrit. - (DE) Lors du vote d'aujourd'hui sur le bilan de santé de la politique agricole commune (PAC), j'ai voté contre le rapport relatif au secteur laitier."
485,"It is vital that HIV-positive people can be open about their condition with no fear of being discriminated against, so we can increase awareness and tolerance in society of HIV and AIDS.","Il faut absolument que les personnes séropositives puissent parler ouvertement de leur état, sans craindre la discrimination, afin que nous puissions promouvoir la tolérance et sensibiliser la société au VIH et au SIDA."
486,"At the same time, it should be acknowledged that the situation of human rights in Nigeria has generally improved since the return to civilian rule.","Il convient parallèlement de reconnaître que la situation des droits de l'homme au Nigéria s'est, de manière générale, améliorée depuis le retour à un pouvoir civil."
487,Three years have passed since the Council Working Group on Arms reached a technical agreement on a common position.,Trois années se sont écoulées depuis que le groupe de travail du Conseil sur les armes est parvenu à un accord technique sur une position commune.
488,"Moreover, if we really want to strengthen the European Union's common energy and climate policy, this intention must also be reflected in the next seven-year budget.","En outre, si nous voulons réellement renforcer la politique communautaire de l'énergie et du climat, cette intention doit également être reflétée dans le prochain budget septennal."
489,"I fully agree that parents need to have the certainty that when they purchase a toy, the latter will not put their children's health at risk.",Je comprends parfaitement que les parents aient besoin de certitude quand ils achètent un jouet et d'être sûrs que celui-ci ne mettra pas en danger la santé de leurs enfants.
490,We were there because the crisis must not be used as an excuse to make the poorest countries be the ones to pay the most for a crisis for which they are in no way responsible.,Nous y avons été parce que la crise ne doit pas servir de prétexte à faire des pays les plus pauvres ceux qui paient le plus cher une crise dans laquelle ils ne sont pour rien.
491,But to be truly beneficial such legislatures must be substantive and be implemented effectively and in good time.,"Mais pour être vraiment utile, cette législation doit être concrète et être mise en œuvre de manière efficace et en temps utile."
492,"Moreover, it is an historic day because this Parliament has placed itself on the side of its sovereign people, the people who voted us all into this House.","En outre, c'est un jour historique, car ce Parlement s'est rangé du côté de son peuple souverain, ce peuple qui a voté pour nous tous afin que nous fassions partie de cette Assemblée."
493,"(LT) A question from the field of education, related to migration, but this time from the new EU Member States to the old ones.","(LT) Une question du domaine de l'éducation, liée à la migration, mais cette fois des nouveaux États membres vers les anciens."
494,"What is positive is that, in the eyes of the law, importers of toys will be equated with the manufacturers.","Sur le plan positif, les importateurs et les fabricants seront égaux devant la loi."
495,The Commission agrees with the rapporteur that the perspective of EU membership can act as a catalyst for sustainable economic development and for securing peace and stability within the region.,La Commission est d'accord avec le rapporteur sur le fait que la perspective de l'adhésion à l'Union européenne peut agir comme un catalyseur pour le développement économique durable et le maintien de la paix et de la stabilité dans la région.
496,Now the Commission will set about the task of the report requested and required by the European Parliament as efficiently as possible.,"Maintenant, la Commission va s'atteler au rapport requis et demandé par le Parlement européen, de la manière la plus efficiente possible."
497,We can show them why it is directly in their interest to voice their opinions by electing MEPs who will sit in the next European Parliament.,Démontrer aux Européens pourquoi ils ont un intérêt direct à prendre la parole en élisant les députés qui siégeront au prochain Parlement européen.
498,"Typical of Hamas's philosophy is the military use of mosques in Gaza, with all the tragic effects that this entails.","Exemple typique de la philosophie du Hamas, l'utilisation militaire des mosquées à Gaza, avec toutes les conséquences tragiques que cela comporte."
499,"Just as your resolution adopted on Belarus after the 28 September elections helped us to move forward, we hope that we can continue to receive your support during our term.","De la même manière que votre résolution sur le Belarus adoptée après les élections du 28 septembre nous a aidés à aller de l'avant, nous espérons que nous continuerons à bénéficier de votre soutien durant notre mandat."
500,"There are already examples of this, of limited scope at present, as the relevant report by the Director-General of the World Trade Organization, Mr Lamy, testifies.","Il en existe déjà certaines, de portée limitée actuellement, comme en témoigne le rapport du directeur général de l'Organisation mondiale du commerce, M. Lamy."
501,"I also urge all EU Member States to sign up to the Optional Protocol to the UN Convention on the Rights of the Child on the Sale of Children, Child Prostitution and Child Pornography.","J'appelle aussi les États membres de l'Union européenne à signer le protocole facultatif à la Convention des Nations unies relative aux droits de l'enfant, concernant la vente d'enfants, la prostitution des enfants et la pornographie mettant en scène des enfants."
502,I hereby appeal for this improvement of relations with the Islamic world to be exploited also for the protection and defence of our citizens.,Je demande que cette amélioration des relations avec le monde islamique serve également à protéger et à défendre nos concitoyens.
503,"Neither one country, nor a union can separately and independently handle the challenges of climate change.",Aucun pays ni aucune union ne peut isolément et indépendamment relever les défis du changement climatique.
504,"Let me take this minute to explain an idea, an idea that will not be a panacea but will offer genuine assistance to European citizens in third countries.","Laissez-moi prendre une minute pour expliquer une idée, une idée qui ne sera pas la panacée universelle mais qui apportera une vraie assistance aux citoyens européens dans les pays tiers."
505,There are two particular areas of cooperation which I know are important to this Parliament and which we also fully support.,Il existe deux domaines particuliers de coopération que je sais importants pour le présent Parlement et que nous soutenons pleinement.
506,"Yes, but our national capitals must also ask themselves whether many decisions should not be taken in our towns and communities rather than at national level.","Oui, mais nos capitales nationales doivent aussi s'interroger sur le fait de savoir si beaucoup de décisions ne devraient pas être prises dans nos villes et communautés plutôt qu'au niveau national."
507,"In the country I know best, SMEs account for 20% of all patents, 40% of all gross investment, 49% of total turnover, 70% of all workers and 80% of all trainees.","Dans le pays que je connais le mieux, les PME détiennent 20 % de tous les brevets, représentent 40 % de l'investissement brut, génèrent 49 % du chiffre d'affaires total, emploient 70 % des travailleurs et offrent 80 % des postes d'apprentissage."
508,"Mr President, I am sorry to prolong this discussion, but may I build on what was just said by my colleagues, Mrs Doyle and Mrs Frassoni?","(EN) Monsieur le Président, je suis désolé de prolonger cette discussion, mais puis-je rebondir sur ce que mes collègues, Mme Doyle et Mme Frassoni ont dit?"
509,"It has, among other things, proposed reduced VAT rates for green products and services aimed at improving the energy efficiency of buildings in particular.",Elle a entre autres proposé des taux réduits de TVA pour les produits et les services verts visant notamment à améliorer l'efficacité énergétique des bâtiments.
510,"Firstly, the improvement in skill levels will be useless unless it matches the needs of a labour market.","Tout d'abord, l'amélioration du niveau des compétences ne servira à rien s'il ne répond pas aux besoins du marché du travail."
